order_id,city,locality,raw_address,lat,lng,status
ORD-243,Indore,Vijay Nagar,mandir ke paas wali society,22.754739,75.892009,SUCCESS
ORD-244,Indore,Vijay Nagar,mandir ke peeche wali society,22.755134,75.891929,SUCCESS
ORD-245,Indore,Vijay Nagar,mandir ke paas wali society,22.754746,75.891629,SUCCESS
ORD-246,Indore,Vijay Nagar,society ke piche mandir,22.754642,75.892031,SUCCESS
ORD-247,Indore,Vijay Nagar,mandir ke peeche wali society,22.754667,75.891755,SUCCESS
ORD-248,Indore,Vijay Nagar,society ke piche mandir,22.75515,75.892141,SUCCESS
ORD-249,Indore,Vijay Nagar,temple behind apartments,22.754745,75.892154,SUCCESS
ORD-250,Indore,Vijay Nagar,temple behind apartments,22.754968,75.891905,SUCCESS
ORD-251,Indore,Vijay Nagar,society ke piche mandir,22.754678,75.891636,SUCCESS
ORD-252,Indore,Vijay Nagar,temple behind apartments,22.754799,75.891919,SUCCESS
ORD-253,Indore,Vijay Nagar,mandir ke paas wali society,22.754991,75.892095,SUCCESS
ORD-254,Indore,Vijay Nagar,mandir ke peeche wali society,22.754502,75.891697,SUCCESS
ORD-255,Indore,Vijay Nagar,society ke piche mandir,22.755082,75.891542,SUCCESS
ORD-256,Indore,Vijay Nagar,mandir ke paas wali society,22.754877,75.891956,SUCCESS
ORD-257,Indore,Vijay Nagar,temple behind apartments,22.754751,75.892025,SUCCESS
ORD-258,Indore,Vijay Nagar,mandir ke peeche wali society,22.754793,75.892046,SUCCESS
ORD-259,Indore,Vijay Nagar,mandir ke peeche wali society,22.754642,75.892048,SUCCESS
ORD-260,Indore,Vijay Nagar,mandir ke peeche wali society,22.754825,75.891967,SUCCESS
ORD-261,Indore,Vijay Nagar,mandir ke peeche wali society,22.754714,75.891514,SUCCESS
ORD-262,Indore,Vijay Nagar,temple behind apartments,22.755201,75.891892,SUCCESS
ORD-263,Indore,Vijay Nagar,mandir ke peeche wali society,22.754463,75.891778,SUCCESS
ORD-264,Indore,Vijay Nagar,mandir ke paas wali society,22.754529,75.891745,SUCCESS
ORD-265,Indore,Vijay Nagar,mandir ke peeche wali society,22.755014,75.891942,SUCCESS
ORD-266,Indore,Vijay Nagar,society ke piche mandir,22.754405,75.891732,SUCCESS
ORD-267,Indore,Vijay Nagar,society ke piche mandir,22.755001,75.891597,SUCCESS
ORD-268,Indore,Vijay Nagar,society ke piche mandir,22.754942,75.892213,SUCCESS
ORD-269,Indore,Vijay Nagar,temple behind apartments,22.754971,75.891865,SUCCESS
ORD-270,Indore,Vijay Nagar,chemist shop near house,22.752381,75.89562,SUCCESS
ORD-271,Indore,Vijay Nagar,chemist shop near house,22.75211,75.895085,SUCCESS
ORD-272,Indore,Vijay Nagar,chemist shop near house,22.751697,75.895481,SUCCESS
ORD-273,Indore,Vijay Nagar,medical store ke paas,22.752472,75.895046,SUCCESS
ORD-274,Indore,Vijay Nagar,dawai ki dukaan ke pass,22.752203,75.894975,SUCCESS
ORD-275,Indore,Vijay Nagar,dawai ki dukaan ke pass,22.752226,75.895164,SUCCESS
ORD-276,Indore,Vijay Nagar,dawai ki dukaan ke pass,22.751779,75.895556,SUCCESS
ORD-277,Indore,Vijay Nagar,dawai ki dukaan ke pass,22.751998,75.894895,SUCCESS
ORD-278,Indore,Vijay Nagar,medical store ke paas,22.751704,75.895078,SUCCESS
ORD-279,Indore,Vijay Nagar,medical store ke paas,22.752476,75.89531,SUCCESS
ORD-280,Indore,Vijay Nagar,medical store ke paas,22.751705,75.895278,SUCCESS
ORD-281,Indore,Vijay Nagar,dawai ki dukaan ke pass,22.752257,75.8949,SUCCESS
ORD-282,Indore,Vijay Nagar,medical store ke paas,22.751953,75.895065,SUCCESS
ORD-283,Indore,Vijay Nagar,medical store ke paas,22.752133,75.894966,SUCCESS
ORD-284,Indore,Vijay Nagar,dawai ki dukaan ke pass,22.752126,75.895382,SUCCESS
ORD-285,Indore,Vijay Nagar,chemist shop near house,22.752431,75.895092,SUCCESS
ORD-286,Indore,Vijay Nagar,chemist shop near house,22.752101,75.895375,SUCCESS
ORD-287,Indore,Vijay Nagar,medical store ke paas,22.752464,75.895422,SUCCESS
ORD-288,Indore,Vijay Nagar,chemist shop near house,22.752121,75.895177,SUCCESS
ORD-289,Indore,Vijay Nagar,chemist shop near house,22.752502,75.894903,SUCCESS
ORD-290,Indore,Vijay Nagar,dawai ki dukaan ke pass,22.752038,75.894948,SUCCESS
ORD-291,Indore,Vijay Nagar,chemist shop near house,22.752481,75.89559,SUCCESS
ORD-292,Indore,Vijay Nagar,medical store ke paas,22.752487,75.895196,SUCCESS
ORD-293,Indore,Vijay Nagar,dawai ki dukaan ke pass,22.751741,75.895525,SUCCESS
ORD-294,Indore,Vijay Nagar,chemist shop near house,22.752397,75.895436,SUCCESS
ORD-295,Indore,Vijay Nagar,medical store ke paas,22.752023,75.895472,SUCCESS
ORD-296,Indore,Vijay Nagar,dawai ki dukaan ke pass,22.751697,75.895426,SUCCESS
ORD-297,Indore,Vijay Nagar,medical store ke paas,22.752195,75.894956,SUCCESS
